order_id,order_date,product_id,product_name,category,option_size,option_color,quantity,unit_price,line_revenue,customer_id,channel
O25072300483,2025-07-23,P401,플라워 원피스,원피스,L,카키,1,36000,36000,C04634,web
O25072300484,2025-07-23,P401,플라워 원피스,원피스,S,아이보리,1,36000,36000,C00434,web
O25072400485,2025-07-24,P101,데일리 베이직 티셔츠,상의,M,그레이,1,15900,15900,C00047,web
O25072400486,2025-07-24,P101,데일리 베이직 티셔츠,상의,XS,코랄,1,15900,15900,C00952,web
O25072400487,2025-07-24,P101,데일리 베이직 티셔츠,상의,XS,네이비,1,15900,15900,C01112,web
O25072400488,2025-07-24,P101,데일리 베이직 티셔츠,상의,L,그레이,1,15900,15900,C04426,web
O25072400489,2025-07-24,P102,프릴 카라 블라우스,상의,S,네이비,1,32000,32000,C00283,web
O25072400490,2025-07-24,P201,코튼 조거 팬츠,하의,S,카키,1,24000,24000,C03108,web
O25072400491,2025-07-24,P201,코튼 조거 팬츠,하의,XS,카키,1,24000,24000,C03172,web
O25072400492,2025-07-24,P401,플라워 원피스,원피스,M,아이보리,1,36000,36000,C00247,web
O25072500493,2025-07-25,P101,데일리 베이직 티셔츠,상의,S,그레이,1,15900,15900,C04009,web
O25072500494,2025-07-25,P102,프릴 카라 블라우스,상의,L,그레이,1,32000,32000,C01641,web
O25072500495,2025-07-25,P102,프릴 카라 블라우스,상의,S,아이보리,1,32000,32000,C04503,web
O25072500496,2025-07-25,P201,코튼 조거 팬츠,하의,S,그레이,1,24000,24000,C04502,web
O25072500497,2025-07-25,P201,코튼 조거 팬츠,하의,S,아이보리,1,24000,24000,C05044,web
O25072500498,2025-07-25,P401,플라워 원피스,원피스,S,아이보리,1,36000,36000,C01159,web
O25072600499,2025-07-26,P101,데일리 베이직 티셔츠,상의,M,아이보리,1,15900,15900,C01780,web
O25072600500,2025-07-26,P101,데일리 베이직 티셔츠,상의,L,그레이,1,15900,15900,C02972,web
O25072600501,2025-07-26,P201,코튼 조거 팬츠,하의,M,코랄,1,24000,24000,C00448,web
O25072600502,2025-07-26,P201,코튼 조거 팬츠,하의,XS,네이비,1,24000,24000,C00011,web
O25072600503,2025-07-26,P201,코튼 조거 팬츠,하의,S,그레이,1,24000,24000,C04393,web
O25072600504,2025-07-26,P201,코튼 조거 팬츠,하의,XL,아이보리,1,24000,24000,C00123,web
O25072600505,2025-07-26,P401,플라워 원피스,원피스,M,카키,1,36000,36000,C00262,web
O25072700506,2025-07-27,P102,프릴 카라 블라우스,상의,L,코랄,1,32000,32000,C02266,web
O25072700507,2025-07-27,P102,프릴 카라 블라우스,상의,M,카키,1,32000,32000,C03726,web
O25072700508,2025-07-27,P201,코튼 조거 팬츠,하의,S,아이보리,1,24000,24000,C00130,web
O25072700509,2025-07-27,P201,코튼 조거 팬츠,하의,L,네이비,1,24000,24000,C02574,web
O25072700510,2025-07-27,P201,코튼 조거 팬츠,하의,M,카키,1,24000,24000,C02001,web
O25072700511,2025-07-27,P401,플라워 원피스,원피스,M,아이보리,1,36000,36000,C01033,web
O25072800512,2025-07-28,P101,데일리 베이직 티셔츠,상의,XL,코랄,1,15900,15900,C00283,web
O25072800513,2025-07-28,P101,데일리 베이직 티셔츠,상의,S,아이보리,1,15900,15900,C03726,web
O25072800514,2025-07-28,P102,프릴 카라 블라우스,상의,S,코랄,1,32000,32000,C00519,web
O25072800515,2025-07-28,P102,프릴 카라 블라우스,상의,S,카키,1,32000,32000,C00302,web
O25072800516,2025-07-28,P102,프릴 카라 블라우스,상의,L,아이보리,1,32000,32000,C02112,web
O25072800517,2025-07-28,P201,코튼 조거 팬츠,하의,S,카키,1,24000,24000,C01003,web
O25072800518,2025-07-28,P201,코튼 조거 팬츠,하의,XS,아이보리,1,24000,24000,C04454,web
O25072800519,2025-07-28,P201,코튼 조거 팬츠,하의,S,그레이,1,24000,24000,C02925,web
O25072800520,2025-07-28,P201,코튼 조거 팬츠,하의,S,그레이,1,24000,24000,C03006,web
O25072800521,2025-07-28,P201,코튼 조거 팬츠,하의,XL,코랄,1,24000,24000,C02001,web
O25072800522,2025-07-28,P201,코튼 조거 팬츠,하의,XL,코랄,1,24000,24000,C04436,web
O25072800523,2025-07-28,P301,경량 패딩 베스트,아우터,XL,그레이,1,52000,52000,C03936,web
O25072900524,2025-07-29,P102,프릴 카라 블라우스,상의,L,그레이,1,32000,32000,C04614,web
O25072900525,2025-07-29,P102,프릴 카라 블라우스,상의,XL,네이비,1,32000,32000,C03759,web
O25072900526,2025-07-29,P201,코튼 조거 팬츠,하의,XS,코랄,1,24000,24000,C05095,web
O25072900527,2025-07-29,P401,플라워 원피스,원피스,S,코랄,1,36000,36000,C01849,web
O25073000528,2025-07-30,P101,데일리 베이직 티셔츠,상의,XL,아이보리,1,15900,15900,C00342,web
O25073000529,2025-07-30,P102,프릴 카라 블라우스,상의,S,그레이,1,32000,32000,C00070,web
O25073000530,2025-07-30,P102,프릴 카라 블라우스,상의,XL,네이비,1,32000,32000,C01884,web
O25073000531,2025-07-30,P201,코튼 조거 팬츠,하의,XS,네이비,1,24000,24000,C04268,web
O25073000532,2025-07-30,P301,경량 패딩 베스트,아우터,S,네이비,1,52000,52000,C03151,web
O25073000533,2025-07-30,P401,플라워 원피스,원피스,L,아이보리,1,36000,36000,C00442,web
O25073000534,2025-07-30,P401,플라워 원피스,원피스,L,네이비,1,36000,36000,C00176,web
O25073100535,2025-07-31,P101,데일리 베이직 티셔츠,상의,S,카키,1,15900,15900,C00568,web
O25073100536,2025-07-31,P102,프릴 카라 블라우스,상의,XL,코랄,1,32000,32000,C00080,web
O25073100537,2025-07-31,P102,프릴 카라 블라우스,상의,L,네이비,1,32000,32000,C03269,web
O25080100538,2025-08-01,P101,데일리 베이직 티셔츠,상의,S,네이비,1,15900,15900,C01209,web
O25080100539,2025-08-01,P102,프릴 카라 블라우스,상의,L,아이보리,1,32000,32000,C01463,web
O25080100540,2025-08-01,P102,프릴 카라 블라우스,상의,XL,코랄,1,32000,32000,C04700,web
O25080100541,2025-08-01,P201,코튼 조거 팬츠,하의,S,아이보리,1,24000,24000,C01163,web
O25080100542,2025-08-01,P201,코튼 조거 팬츠,하의,XS,네이비,1,24000,24000,C03718,web
O25080100543,2025-08-01,P301,경량 패딩 베스트,아우터,M,아이보리,1,52000,52000,C03038,web
O25080100544,2025-08-01,P401,플라워 원피스,원피스,L,아이보리,1,36000,36000,C04005,web
O25080100545,2025-08-01,P401,플라워 원피스,원피스,L,아이보리,1,36000,36000,C04633,web
O25080100546,2025-08-01,P401,플라워 원피스,원피스,S,그레이,1,36000,36000,C00115,web
O25080200547,2025-08-02,P101,데일리 베이직 티셔츠,상의,XL,아이보리,1,15900,15900,C01186,web
O25080200548,2025-08-02,P101,데일리 베이직 티셔츠,상의,S,카키,1,15900,15900,C01430,web
O25080200549,2025-08-02,P101,데일리 베이직 티셔츠,상의,XS,아이보리,1,15900,15900,C00367,web
O25080200550,2025-08-02,P201,코튼 조거 팬츠,하의,XS,그레이,1,24000,24000,C02215,web
O25080200551,2025-08-02,P201,코튼 조거 팬츠,하의,M,카키,1,24000,24000,C00693,web
O25080200552,2025-08-02,P201,코튼 조거 팬츠,하의,XS,코랄,1,24000,24000,C03146,web
O25080200553,2025-08-02,P401,플라워 원피스,원피스,S,카키,1,36000,36000,C04508,web
O25080300554,2025-08-03,P101,데일리 베이직 티셔츠,상의,S,카키,1,15900,15900,C01428,web
O25080300555,2025-08-03,P101,데일리 베이직 티셔츠,상의,M,아이보리,1,15900,15900,C00432,web
O25080300556,2025-08-03,P101,데일리 베이직 티셔츠,상의,XL,아이보리,1,15900,15900,C03902,web
O25080300557,2025-08-03,P102,프릴 카라 블라우스,상의,M,그레이,1,32000,32000,C01924,web
O25080300558,2025-08-03,P102,프릴 카라 블라우스,상의,M,코랄,1,32000,32000,C00208,web
O25080300559,2025-08-03,P102,프릴 카라 블라우스,상의,M,카키,1,32000,32000,C00874,web
O25080300560,2025-08-03,P201,코튼 조거 팬츠,하의,L,그레이,1,24000,24000,C01839,web
O25080300561,2025-08-03,P401,플라워 원피스,원피스,L,카키,1,36000,36000,C04662,web
O25080400562,2025-08-04,P101,데일리 베이직 티셔츠,상의,M,카키,1,15900,15900,C03703,web
O25080400563,2025-08-04,P101,데일리 베이직 티셔츠,상의,XL,네이비,1,15900,15900,C00356,web
O25080400564,2025-08-04,P401,플라워 원피스,원피스,L,그레이,1,36000,36000,C00097,web
O25080400565,2025-08-04,P401,플라워 원피스,원피스,M,카키,1,36000,36000,C00413,web
O25080500566,2025-08-05,P101,데일리 베이직 티셔츠,상의,XL,코랄,1,15900,15900,C00256,web
O25080500567,2025-08-05,P101,데일리 베이직 티셔츠,상의,XS,그레이,1,15900,15900,C03493,web
O25080500568,2025-08-05,P101,데일리 베이직 티셔츠,상의,XS,그레이,1,15900,15900,C03634,web
O25080500569,2025-08-05,P401,플라워 원피스,원피스,M,네이비,1,36000,36000,C04947,web
O25080500570,2025-08-05,P401,플라워 원피스,원피스,S,아이보리,1,36000,36000,C03076,web
O25080600571,2025-08-06,P102,프릴 카라 블라우스,상의,XL,카키,1,32000,32000,C00555,web
O25080600572,2025-08-06,P102,프릴 카라 블라우스,상의,S,그레이,1,32000,32000,C02584,web
O25080600573,2025-08-06,P102,프릴 카라 블라우스,상의,XL,카키,1,32000,32000,C04021,web
O25080600574,2025-08-06,P201,코튼 조거 팬츠,하의,XS,코랄,1,24000,24000,C00357,web
O25080600575,2025-08-06,P301,경량 패딩 베스트,아우터,XL,아이보리,1,52000,52000,C00110,web
O25080600576,2025-08-06,P401,플라워 원피스,원피스,S,카키,1,36000,36000,C03929,web
O25080600577,2025-08-06,P401,플라워 원피스,원피스,S,카키,1,36000,36000,C02548,web
O25080700578,2025-08-07,P201,코튼 조거 팬츠,하의,XL,코랄,1,24000,24000,C02151,web
O25080700579,2025-08-07,P201,코튼 조거 팬츠,하의,XL,네이비,1,24000,24000,C02794,web
O25080700580,2025-08-07,P201,코튼 조거 팬츠,하의,XL,그레이,1,24000,24000,C00468,web
O25080700581,2025-08-07,P401,플라워 원피스,원피스,L,아이보리,1,36000,36000,C01132,web
O25080700582,2025-08-07,P401,플라워 원피스,원피스,S,그레이,1,36000,36000,C00056,web
O25080700583,2025-08-07,P401,플라워 원피스,원피스,S,카키,1,36000,36000,C00302,web
O25080800584,2025-08-08,P101,데일리 베이직 티셔츠,상의,XS,네이비,1,15900,15900,C05187,web
O25080800585,2025-08-08,P101,데일리 베이직 티셔츠,상의,XL,카키,1,15900,15900,C03121,web
O25080800586,2025-08-08,P102,프릴 카라 블라우스,상의,L,그레이,1,32000,32000,C00591,web
O25080800587,2025-08-08,P102,프릴 카라 블라우스,상의,M,아이보리,1,32000,32000,C03467,web
O25080800588,2025-08-08,P201,코튼 조거 팬츠,하의,XL,그레이,1,24000,24000,C02355,web
O25080800589,2025-08-08,P201,코튼 조거 팬츠,하의,XL,그레이,1,24000,24000,C04656,web
O25080800590,2025-08-08,P401,플라워 원피스,원피스,L,네이비,1,36000,36000,C00160,web
O25080900591,2025-08-09,P101,데일리 베이직 티셔츠,상의,XL,코랄,1,15900,15900,C04960,web
O25080900592,2025-08-09,P101,데일리 베이직 티셔츠,상의,L,아이보리,1,15900,15900,C00938,web
O25080900593,2025-08-09,P101,데일리 베이직 티셔츠,상의,XL,네이비,1,15900,15900,C01872,web
O25080900594,2025-08-09,P101,데일리 베이직 티셔츠,상의,L,코랄,1,15900,15900,C03267,web
O25080900595,2025-08-09,P101,데일리 베이직 티셔츠,상의,L,아이보리,1,15900,15900,C02561,web
O25080900596,2025-08-09,P101,데일리 베이직 티셔츠,상의,M,코랄,1,15900,15900,C03886,web
O25080900597,2025-08-09,P102,프릴 카라 블라우스,상의,S,카키,1,32000,32000,C01432,web
O25080900598,2025-08-09,P201,코튼 조거 팬츠,하의,M,네이비,1,24000,24000,C03829,web
O25080900599,2025-08-09,P201,코튼 조거 팬츠,하의,S,네이비,1,24000,24000,C02300,web
O25080900600,2025-08-09,P301,경량 패딩 베스트,아우터,M,그레이,1,52000,52000,C00028,web
O25081000601,2025-08-10,P102,프릴 카라 블라우스,상의,S,카키,1,32000,32000,C00069,web
O25081000602,2025-08-10,P201,코튼 조거 팬츠,하의,M,아이보리,1,24000,24000,C04447,web
O25081000603,2025-08-10,P201,코튼 조거 팬츠,하의,M,코랄,1,24000,24000,C00317,web
O25081100604,2025-08-11,P101,데일리 베이직 티셔츠,상의,XS,그레이,1,15900,15900,C00382,web
O25081100605,2025-08-11,P101,데일리 베이직 티셔츠,상의,S,카키,1,15900,15900,C00576,web
O25081100606,2025-08-11,P101,데일리 베이직 티셔츠,상의,XL,코랄,1,15900,15900,C03366,web
O25081100607,2025-08-11,P103,스트라이프 긴팔티,상의,M,코랄,1,21000,21000,C00513,web
O25081100608,2025-08-11,P103,스트라이프 긴팔티,상의,S,카키,1,21000,21000,C00812,web
O25081100609,2025-08-11,P103,스트라이프 긴팔티,상의,XS,카키,1,21000,21000,C00197,web
O25081100610,2025-08-11,P201,코튼 조거 팬츠,하의,M,코랄,1,24000,24000,C04981,web
O25081100611,2025-08-11,P401,플라워 원피스,원피스,M,네이비,1,36000,36000,C04300,web
O25081100612,2025-08-11,P501,상하 세트 (티+팬츠),세트,S,카키,1,42000,42000,C01861,web
O25081200613,2025-08-12,P101,데일리 베이직 티셔츠,상의,L,아이보리,1,15900,15900,C04919,web
O25081200614,2025-08-12,P103,스트라이프 긴팔티,상의,S,카키,1,21000,21000,C00102,web
O25081200615,2025-08-12,P103,스트라이프 긴팔티,상의,S,카키,1,21000,21000,C03889,web
O25081200616,2025-08-12,P103,스트라이프 긴팔티,상의,M,카키,1,21000,21000,C00110,web
O25081200617,2025-08-12,P301,경량 패딩 베스트,아우터,XL,카키,1,52000,52000,C03941,web
O25081200618,2025-08-12,P401,플라워 원피스,원피스,S,그레이,1,36000,36000,C02949,web
O25081200619,2025-08-12,P401,플라워 원피스,원피스,L,카키,1,36000,36000,C00084,web
O25081200620,2025-08-12,P501,상하 세트 (티+팬츠),세트,S,네이비,1,42000,42000,C02398,web
O25081200621,2025-08-12,P501,상하 세트 (티+팬츠),세트,XL,코랄,1,42000,42000,C03464,web
O25081300622,2025-08-13,P101,데일리 베이직 티셔츠,상의,XS,카키,1,15900,15900,C01268,web
O25081300623,2025-08-13,P102,프릴 카라 블라우스,상의,L,코랄,1,32000,32000,C02128,web
O25081300624,2025-08-13,P201,코튼 조거 팬츠,하의,M,코랄,1,24000,24000,C03636,web
O25081300625,2025-08-13,P401,플라워 원피스,원피스,L,아이보리,1,36000,36000,C00213,web
O25081300626,2025-08-13,P401,플라워 원피스,원피스,S,코랄,1,36000,36000,C01223,web
O25081300627,2025-08-13,P501,상하 세트 (티+팬츠),세트,XL,네이비,1,42000,42000,C00067,web
O25081300628,2025-08-13,P501,상하 세트 (티+팬츠),세트,XL,아이보리,1,42000,42000,C00209,web
O25081400629,2025-08-14,P101,데일리 베이직 티셔츠,상의,S,아이보리,1,15900,15900,C04557,web
O25081400630,2025-08-14,P101,데일리 베이직 티셔츠,상의,M,아이보리,1,15900,15900,C04704,web
O25081400631,2025-08-14,P201,코튼 조거 팬츠,하의,L,아이보리,1,24000,24000,C02939,web
O25081500632,2025-08-15,P101,데일리 베이직 티셔츠,상의,L,카키,1,15900,15900,C05094,web
O25081500633,2025-08-15,P103,스트라이프 긴팔티,상의,S,카키,1,21000,21000,C00116,web
O25081500634,2025-08-15,P201,코튼 조거 팬츠,하의,XL,네이비,1,24000,24000,C04748,web
O25081500635,2025-08-15,P501,상하 세트 (티+팬츠),세트,S,코랄,1,42000,42000,C02160,web
O25081600636,2025-08-16,P101,데일리 베이직 티셔츠,상의,XL,아이보리,1,15900,15900,C02191,web
O25081600637,2025-08-16,P101,데일리 베이직 티셔츠,상의,XS,네이비,1,15900,15900,C02532,web
O25081600638,2025-08-16,P103,스트라이프 긴팔티,상의,M,아이보리,1,21000,21000,C04258,web
O25081600639,2025-08-16,P103,스트라이프 긴팔티,상의,S,그레이,1,21000,21000,C02362,web
O25081600640,2025-08-16,P201,코튼 조거 팬츠,하의,M,카키,1,24000,24000,C00525,web
O25081600641,2025-08-16,P201,코튼 조거 팬츠,하의,L,네이비,1,24000,24000,C02263,web
O25081600642,2025-08-16,P201,코튼 조거 팬츠,하의,M,그레이,1,24000,24000,C00179,web
O25081600643,2025-08-16,P301,경량 패딩 베스트,아우터,L,코랄,1,52000,52000,C05152,web
O25081600644,2025-08-16,P401,플라워 원피스,원피스,M,코랄,1,36000,36000,C01042,web
O25081600645,2025-08-16,P401,플라워 원피스,원피스,L,아이보리,1,36000,36000,C00199,web
O25081600646,2025-08-16,P501,상하 세트 (티+팬츠),세트,XL,카키,1,42000,42000,C01884,web
O25081600647,2025-08-16,P501,상하 세트 (티+팬츠),세트,XL,아이보리,1,42000,42000,C00499,web
O25081700648,2025-08-17,P101,데일리 베이직 티셔츠,상의,M,아이보리,1,15900,15900,C00147,web
O25081700649,2025-08-17,P101,데일리 베이직 티셔츠,상의,XL,그레이,1,15900,15900,C00032,web
O25081700650,2025-08-17,P101,데일리 베이직 티셔츠,상의,XS,카키,1,15900,15900,C00430,web
O25081700651,2025-08-17,P101,데일리 베이직 티셔츠,상의,L,코랄,1,15900,15900,C00320,web
O25081700652,2025-08-17,P102,프릴 카라 블라우스,상의,L,코랄,1,32000,32000,C00435,web
O25081700653,2025-08-17,P102,프릴 카라 블라우스,상의,M,그레이,1,32000,32000,C03050,web
O25081700654,2025-08-17,P102,프릴 카라 블라우스,상의,L,그레이,1,32000,32000,C01474,web
O25081700655,2025-08-17,P103,스트라이프 긴팔티,상의,XS,아이보리,1,21000,21000,C00948,web
O25081700656,2025-08-17,P501,상하 세트 (티+팬츠),세트,M,카키,1,42000,42000,C00191,web
O25081800657,2025-08-18,P101,데일리 베이직 티셔츠,상의,XL,카키,1,15900,15900,C00054,web
O25081800658,2025-08-18,P101,데일리 베이직 티셔츠,상의,S,네이비,1,15900,15900,C00408,web
O25081800659,2025-08-18,P101,데일리 베이직 티셔츠,상의,XS,코랄,1,15900,15900,C03474,web
O25081800660,2025-08-18,P102,프릴 카라 블라우스,상의,M,아이보리,1,32000,32000,C01932,web
O25081800661,2025-08-18,P103,스트라이프 긴팔티,상의,L,카키,1,21000,21000,C03637,web
O25081800662,2025-08-18,P201,코튼 조거 팬츠,하의,XS,네이비,1,24000,24000,C00040,web
O25081800663,2025-08-18,P301,경량 패딩 베스트,아우터,L,아이보리,1,52000,52000,C05117,web
O25081800664,2025-08-18,P401,플라워 원피스,원피스,S,카키,1,36000,36000,C00344,web
O25081800665,2025-08-18,P401,플라워 원피스,원피스,S,그레이,1,36000,36000,C01615,web
O25081800666,2025-08-18,P501,상하 세트 (티+팬츠),세트,L,아이보리,1,42000,42000,C04123,web
O25081800667,2025-08-18,P501,상하 세트 (티+팬츠),세트,L,그레이,1,42000,42000,C03141,web
O25081800668,2025-08-18,P501,상하 세트 (티+팬츠),세트,S,네이비,1,42000,42000,C02723,web
O25081900669,2025-08-19,P101,데일리 베이직 티셔츠,상의,L,그레이,1,15900,15900,C04198,web
O25081900670,2025-08-19,P101,데일리 베이직 티셔츠,상의,XS,코랄,1,15900,15900,C02321,web
O25081900671,2025-08-19,P102,프릴 카라 블라우스,상의,XL,네이비,1,32000,32000,C00154,web
O25082000672,2025-08-20,P101,데일리 베이직 티셔츠,상의,XL,그레이,1,15900,15900,C02527,web
O25082000673,2025-08-20,P101,데일리 베이직 티셔츠,상의,XS,네이비,1,15900,15900,C04910,web
O25082000674,2025-08-20,P102,프릴 카라 블라우스,상의,S,네이비,1,32000,32000,C01102,web
O25082000675,2025-08-20,P103,스트라이프 긴팔티,상의,L,네이비,1,21000,21000,C03897,web
O25082000676,2025-08-20,P201,코튼 조거 팬츠,하의,L,카키,1,24000,24000,C04534,web
O25082000677,2025-08-20,P401,플라워 원피스,원피스,S,코랄,1,36000,36000,C04874,web
O25082000678,2025-08-20,P401,플라워 원피스,원피스,S,그레이,1,36000,36000,C02916,web
O25082000679,2025-08-20,P401,플라워 원피스,원피스,M,카키,1,36000,36000,C00551,web
O25082000680,2025-08-20,P401,플라워 원피스,원피스,S,네이비,1,36000,36000,C00188,web
O25082000681,2025-08-20,P401,플라워 원피스,원피스,L,네이비,1,36000,36000,C00735,web
O25082000682,2025-08-20,P501,상하 세트 (티+팬츠),세트,XL,네이비,1,42000,42000,C01524,web
O25082000683,2025-08-20,P501,상하 세트 (티+팬츠),세트,L,아이보리,1,42000,42000,C03512,web
O25082100684,2025-08-21,P102,프릴 카라 블라우스,상의,L,그레이,1,32000,32000,C04606,web
O25082100685,2025-08-21,P102,프릴 카라 블라우스,상의,S,그레이,1,32000,32000,C00168,web
O25082100686,2025-08-21,P102,프릴 카라 블라우스,상의,S,네이비,1,32000,32000,C03904,web
O25082100687,2025-08-21,P102,프릴 카라 블라우스,상의,S,그레이,1,32000,32000,C02129,web
O25082100688,2025-08-21,P102,프릴 카라 블라우스,상의,L,코랄,1,32000,32000,C02112,web
O25082100689,2025-08-21,P103,스트라이프 긴팔티,상의,M,네이비,1,21000,21000,C00504,web
O25082100690,2025-08-21,P103,스트라이프 긴팔티,상의,XS,그레이,1,21000,21000,C00697,web
O25082100691,2025-08-21,P103,스트라이프 긴팔티,상의,XS,네이비,1,21000,21000,C04838,web
O25082100692,2025-08-21,P201,코튼 조거 팬츠,하의,XS,코랄,1,24000,24000,C00133,web
O25082100693,2025-08-21,P201,코튼 조거 팬츠,하의,M,카키,1,24000,24000,C04920,web
O25082100694,2025-08-21,P401,플라워 원피스,원피스,L,아이보리,1,36000,36000,C03098,web
O25082200695,2025-08-22,P101,데일리 베이직 티셔츠,상의,S,네이비,1,15900,15900,C02372,web
O25082200696,2025-08-22,P102,프릴 카라 블라우스,상의,XL,아이보리,1,32000,32000,C04961,web
O25082200697,2025-08-22,P103,스트라이프 긴팔티,상의,S,아이보리,1,21000,21000,C01631,web
O25082200698,2025-08-22,P103,스트라이프 긴팔티,상의,M,네이비,1,21000,21000,C03312,web
O25082200699,2025-08-22,P103,스트라이프 긴팔티,상의,XS,네이비,1,21000,21000,C04089,web
O25082200700,2025-08-22,P401,플라워 원피스,원피스,S,네이비,1,36000,36000,C04350,web
O25082200701,2025-08-22,P401,플라워 원피스,원피스,S,아이보리,1,36000,36000,C00239,web
O25082200702,2025-08-22,P401,플라워 원피스,원피스,M,네이비,1,36000,36000,C04434,web
O25082300703,2025-08-23,P101,데일리 베이직 티셔츠,상의,XS,그레이,1,15900,15900,C01440,web
O25082300704,2025-08-23,P401,플라워 원피스,원피스,S,카키,1,36000,36000,C01329,web
O25082300705,2025-08-23,P401,플라워 원피스,원피스,S,카키,1,36000,36000,C00208,web
O25082300706,2025-08-23,P401,플라워 원피스,원피스,S,그레이,1,36000,36000,C04105,web
O25082300707,2025-08-23,P501,상하 세트 (티+팬츠),세트,XL,네이비,1,42000,42000,C00070,web
O25082400708,2025-08-24,P102,프릴 카라 블라우스,상의,M,코랄,1,32000,32000,C04182,web
O25082400709,2025-08-24,P103,스트라이프 긴팔티,상의,M,그레이,1,21000,21000,C04942,web
O25082400710,2025-08-24,P201,코튼 조거 팬츠,하의,XS,카키,1,24000,24000,C00209,web
O25082400711,2025-08-24,P501,상하 세트 (티+팬츠),세트,M,코랄,1,42000,42000,C00562,web
O25082400712,2025-08-24,P501,상하 세트 (티+팬츠),세트,XL,그레이,1,42000,42000,C01134,web
O25082500713,2025-08-25,P101,데일리 베이직 티셔츠,상의,S,카키,1,15900,15900,C02902,web
O25082500714,2025-08-25,P101,데일리 베이직 티셔츠,상의,XS,그레이,1,15900,15900,C00347,web
O25082500715,2025-08-25,P102,프릴 카라 블라우스,상의,XL,아이보리,1,32000,32000,C02348,web
O25082500716,2025-08-25,P103,스트라이프 긴팔티,상의,L,카키,1,21000,21000,C03725,web
O25082500717,2025-08-25,P103,스트라이프 긴팔티,상의,XS,아이보리,1,21000,21000,C04074,web
O25082500718,2025-08-25,P103,스트라이프 긴팔티,상의,S,네이비,1,21000,21000,C00055,web
O25082500719,2025-08-25,P201,코튼 조거 팬츠,하의,M,그레이,1,24000,24000,C00437,web
O25082500720,2025-08-25,P401,플라워 원피스,원피스,M,그레이,1,36000,36000,C03222,web
O25082500721,2025-08-25,P501,상하 세트 (티+팬츠),세트,M,네이비,1,42000,42000,C03533,web
O25082600722,2025-08-26,P101,데일리 베이직 티셔츠,상의,L,아이보리,1,15900,15900,C04717,web
O25082600723,2025-08-26,P102,프릴 카라 블라우스,상의,M,네이비,1,32000,32000,C02764,web
O25082600724,2025-08-26,P103,스트라이프 긴팔티,상의,L,아이보리,1,21000,21000,C03135,web
O25082600725,2025-08-26,P103,스트라이프 긴팔티,상의,M,네이비,1,21000,21000,C05106,web
O25082600726,2025-08-26,P201,코튼 조거 팬츠,하의,S,아이보리,1,24000,24000,C02952,web
O25082600727,2025-08-26,P201,코튼 조거 팬츠,하의,M,그레이,1,24000,24000,C03070,web
O25082600728,2025-08-26,P201,코튼 조거 팬츠,하의,L,코랄,1,24000,24000,C01314,web
O25082600729,2025-08-26,P401,플라워 원피스,원피스,S,그레이,1,36000,36000,C00404,web
O25082600730,2025-08-26,P501,상하 세트 (티+팬츠),세트,XL,카키,1,42000,42000,C00031,web
O25082600731,2025-08-26,P501,상하 세트 (티+팬츠),세트,L,카키,1,42000,42000,C04288,web
O25082700732,2025-08-27,P101,데일리 베이직 티셔츠,상의,L,그레이,1,15900,15900,C03319,web
O25082700733,2025-08-27,P102,프릴 카라 블라우스,상의,XL,아이보리,1,32000,32000,C00352,web
O25082700734,2025-08-27,P201,코튼 조거 팬츠,하의,M,네이비,1,24000,24000,C00210,web
O25082700735,2025-08-27,P301,경량 패딩 베스트,아우터,S,아이보리,1,52000,52000,C00141,web
O25082700736,2025-08-27,P401,플라워 원피스,원피스,S,카키,1,36000,36000,C03226,web
O25082700737,2025-08-27,P401,플라워 원피스,원피스,M,코랄,1,36000,36000,C00596,web
O25082700738,2025-08-27,P401,플라워 원피스,원피스,M,코랄,1,36000,36000,C00297,web
O25082700739,2025-08-27,P501,상하 세트 (티+팬츠),세트,M,네이비,1,42000,42000,C00343,web
O25082700740,2025-08-27,P501,상하 세트 (티+팬츠),세트,L,네이비,1,42000,42000,C02842,web
O25082700741,2025-08-27,P501,상하 세트 (티+팬츠),세트,S,카키,1,42000,42000,C04948,web
O25082700742,2025-08-27,P501,상하 세트 (티+팬츠),세트,M,그레이,1,42000,42000,C00429,web
O25082700743,2025-08-27,P501,상하 세트 (티+팬츠),세트,S,코랄,1,42000,42000,C03682,web
O25082800744,2025-08-28,P401,플라워 원피스,원피스,M,그레이,1,36000,36000,C02509,web
O25082800745,2025-08-28,P501,상하 세트 (티+팬츠),세트,L,아이보리,1,42000,42000,C02636,web
O25082900746,2025-08-29,P101,데일리 베이직 티셔츠,상의,XL,그레이,1,15900,15900,C02965,web
O25082900747,2025-08-29,P102,프릴 카라 블라우스,상의,L,코랄,1,32000,32000,C03240,web
O25082900748,2025-08-29,P103,스트라이프 긴팔티,상의,L,그레이,1,21000,21000,C00510,web
O25082900749,2025-08-29,P103,스트라이프 긴팔티,상의,L,카키,1,21000,21000,C02815,web
O25082900750,2025-08-29,P301,경량 패딩 베스트,아우터,M,그레이,1,52000,52000,C00595,web
O25082900751,2025-08-29,P401,플라워 원피스,원피스,S,네이비,1,36000,36000,C02817,web
O25082900752,2025-08-29,P401,플라워 원피스,원피스,S,코랄,1,36000,36000,C03088,web
O25082900753,2025-08-29,P501,상하 세트 (티+팬츠),세트,S,그레이,1,42000,42000,C03796,web
